manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_type,body_type,drivetrain,price_usd,reliability
Volkswagen,Touran,automatic,white,200000,2016,diesel,diesel,minivan,front,16900,0.15
Volkswagen,Golf,mechanical,blue,300000,1994,gasoline,gasoline,hatchback,front,1200,1.15
Volkswagen,Golf,mechanical,black,208500,2010,gasoline,gasoline,hatchback,front,7000,3.65
Volkswagen,Passat,mechanical,other,248000,2006,diesel,diesel,sedan,front,7700,4.81
Volkswagen,Golf,mechanical,white,372000,1989,gasoline,gasoline,hatchback,front,750,2.01
Volkswagen,Touran,mechanical,white,200000,2016,diesel,diesel,minivan,front,18500,4.91
Volkswagen,Golf,automatic,silver,168000,2008,gasoline,gasoline,hatchback,front,7787,3.13
Volkswagen,Golf,mechanical,blue,145000,1992,gasoline,gasoline,hatchback,front,900,1.99
Volkswagen,Passat,mechanical,white,354600,1992,diesel,diesel,universal,front,1200,1.20
Volkswagen,T3,mechanical,white,320000,1987,gasoline,gasoline,minibus,rear,800,2.16
Volkswagen,T5,mechanical,grey,303000,2011,diesel,diesel,minibus,front,14000,3.37
Volkswagen,Golf,mechanical,silver,162000,2014,gasoline,gasoline,hatchback,front,11150,4.49
Volkswagen,Passat,mechanical,red,350000,1993,diesel,diesel,universal,front,2200,0.26
Volkswagen,Passat,automatic,other,370000,2005,diesel,diesel,sedan,front,6990,0.37
Volkswagen,Touareg,mechanical,black,277000,2008,diesel,diesel,suv,all,13750,3.67
Volkswagen,Polo Sedan,mechanical,silver,31000,2013,gasoline,gasoline,sedan,front,9484.96,2.33
Volkswagen,Tiguan,automatic,white,75000,2018,gasoline,gasoline,suv,front,23000,2.77
Volkswagen,Jetta,mechanical,red,334451,1991,gasoline,gasoline,sedan,front,600,1.55
Volkswagen,LT,mechanical,white,833000,1999,diesel,diesel,van,rear,4300,4.18
Volkswagen,Polo,mechanical,green,290000,1997,gasoline,gasoline,hatchback,front,1700,2.58
Volkswagen,T4 Caravelle,mechanical,red,422000,1999,diesel,diesel,minibus,front,7600,3.21
Volkswagen,Polo Sedan,mechanical,blue,180000,2014,gasoline,gasoline,sedan,front,6999,1.49
Volkswagen,Touran,automatic,silver,133900,2012,gasoline,gasoline,minivan,front,10199,1.37
Volkswagen,Passat,mechanical,white,102000,2012,gasoline,gasoline,sedan,front,8700,0.17
Volkswagen,Golf,mechanical,silver,350800,2003,diesel,diesel,hatchback,front,5899,1.07
Volkswagen,Golf,mechanical,blue,161400,2010,gasoline,gasoline,hatchback,front,7900,4.52
Volkswagen,Sharan,mechanical,blue,265000,2007,diesel,diesel,minivan,front,10499,4.64
Volkswagen,Passat CC,mechanical,grey,148000,2008,gasoline,gasoline,sedan,front,9450,2.96
Volkswagen,Jetta,automatic,red,149800,2015,gasoline,gasoline,sedan,front,11550,2.94
Volkswagen,Polo,mechanical,silver,342000,2000,diesel,diesel,hatchback,front,3250,4.14
Volkswagen,Amarok,automatic,brown,290000,2013,diesel,diesel,pickup,all,21550,4.08
Volkswagen,Golf Plus,mechanical,blue,326100,2006,diesel,diesel,hatchback,front,6399,2.37
Volkswagen,Amarok,mechanical,silver,250000,2011,diesel,diesel,pickup,all,18899,1.74
Volkswagen,Passat,mechanical,black,160000,2011,gasoline,gasoline,sedan,front,9450,3.29
Volkswagen,Touareg,automatic,grey,180800,2012,gasoline,gasoline,suv,all,19199,1.74
Volkswagen,T5 Caravelle,mechanical,silver,233800,2010,diesel,diesel,minibus,front,17850,4.67
Volkswagen,Golf,mechanical,black,239000,2015,diesel,diesel,universal,front,12200,2.58
Volkswagen,Passat,mechanical,silver,201000,2008,diesel,diesel,universal,front,9050,1.64
Volkswagen,Passat CC,automatic,black,44800,2014,gasoline,gasoline,sedan,front,18499,3.33
Volkswagen,Golf,mechanical,black,230680,2009,gasoline,gasoline,hatchback,front,7399,3.39
Volkswagen,Passat,mechanical,black,296000,2008,gasoline,gasoline,sedan,front,7499,0.87
Volkswagen,Tiguan,mechanical,violet,97415,2016,gasoline,gasoline,suv,front,15450,0.53
Volkswagen,T5,mechanical,white,364000,2007,diesel,diesel,minibus,front,10999,1.82
Volkswagen,Jetta,automatic,red,246000,2000,gasoline,gasoline,sedan,front,3490,3.93
Volkswagen,Golf,mechanical,green,245000,1999,gasoline,gasoline,hatchback,front,2799,3.86
Volkswagen,Passat,mechanical,blue,333333,1989,gasoline,gasoline,sedan,front,650,4.04
Volkswagen,Golf,mechanical,red,261000,1990,gasoline,gasoline,hatchback,front,900,4.27
Volkswagen,Passat,mechanical,white,500000,1991,diesel,diesel,universal,front,1850,2.03
Volkswagen,Passat,automatic,brown,251000,2007,diesel,diesel,universal,front,7600,3.25
Volkswagen,Passat,mechanical,red,555555,1991,diesel,diesel,universal,front,2500,3.74
Volkswagen,Golf,mechanical,blue,273000,2007,diesel,diesel,hatchback,front,6100,4.51
Volkswagen,Touareg,automatic,grey,337400,2008,diesel,diesel,suv,all,10400,1.45
Volkswagen,Golf,mechanical,grey,149000,2015,diesel,diesel,universal,front,12600,2.63
Volkswagen,Touareg,automatic,grey,337400,2008,diesel,diesel,suv,all,10400,1.82
Volkswagen,Touareg,automatic,brown,118000,2012,diesel,diesel,suv,all,25999,2.20
Volkswagen,Polo Sedan,automatic,silver,111000,2014,gasoline,gasoline,sedan,front,8350,1.38
Volkswagen,Passat,mechanical,blue,460000,2001,diesel,diesel,universal,front,4000,0.11
Volkswagen,Sharan,mechanical,red,368450,2008,diesel,diesel,minivan,front,12599,0.95
Volkswagen,T5,mechanical,blue,430000,2007,diesel,diesel,minibus,front,8000,1.83
Volkswagen,Passat,mechanical,blue,290000,1988,gasoline,gasoline,sedan,front,1500,2.45
Volkswagen,Passat,mechanical,blue,346582,1991,gasoline,gasoline,sedan,front,1650,2.01
Volkswagen,Caddy,mechanical,white,239000,2013,diesel,diesel,minivan,front,11500,1.74
Volkswagen,Sharan,mechanical,blue,427000,1998,diesel,diesel,minivan,front,3000,1.51
Volkswagen,Golf,mechanical,green,100000,1982,gasoline,gasoline,hatchback,front,1500,3.93
Volkswagen,Passat,mechanical,black,300000,2006,diesel,diesel,sedan,front,7400,0.11
Volkswagen,Passat,mechanical,silver,192678,2011,diesel,diesel,universal,front,9990,0.28
Volkswagen,Vento,mechanical,silver,280000,1997,gasoline,gasoline,sedan,front,1896.99,3.40
Volkswagen,Golf,mechanical,red,500000,1991,diesel,diesel,hatchback,front,1550,0.83
Volkswagen,LT,mechanical,white,420000,1991,diesel,diesel,van,rear,450,2.48
Volkswagen,Passat,mechanical,black,180000,2008,gasoline,gasoline,sedan,front,8399,2.96
Volkswagen,Sharan,mechanical,silver,302000,2006,diesel,diesel,minivan,front,10199,4.19
Volkswagen,Touran,mechanical,silver,146000,2014,gasoline,gasoline,minivan,front,10800,4.41
Volkswagen,T5 Caravelle,automatic,black,376900,2007,diesel,diesel,minibus,front,11999,2.50
Volkswagen,LT,mechanical,white,460000,2004,diesel,diesel,minibus,rear,11900,3.18
Volkswagen,Sharan,mechanical,black,260000,2006,diesel,diesel,minivan,front,10250,3.78
Volkswagen,Touran,mechanical,silver,167000,2009,gasoline,gasoline,minivan,front,8399,0.43
Volkswagen,Jetta,automatic,grey,78000,2014,gasoline,gasoline,sedan,front,11950,2.94
Volkswagen,Touareg,automatic,black,314650,2012,diesel,diesel,suv,all,21499,4.35
Volkswagen,Jetta,automatic,white,310600,2010,gasoline,gasoline,sedan,front,7699,3.89
Volkswagen,T5,mechanical,white,395000,2005,diesel,diesel,minibus,front,9450,1.34
Volkswagen,Passat,mechanical,brown,260300,2011,gasoline,gasoline,sedan,front,10199,2.49
Volkswagen,Polo,mechanical,green,198000,1996,gasoline,gasoline,sedan,front,1799,3.91
Volkswagen,Passat,mechanical,black,305000,2008,diesel,diesel,sedan,front,6805.46,0.70
Volkswagen,Golf,mechanical,white,200000,1997,gasoline,gasoline,hatchback,front,1450,0.09
Volkswagen,Passat,mechanical,blue,354500,1989,gasoline,gasoline,sedan,front,700,3.96
Volkswagen,Tiguan,automatic,silver,198000,2010,gasoline,gasoline,suv,all,12099,4.48
Volkswagen,Polo,mechanical,red,28000,2014,gasoline,gasoline,sedan,front,9999,2.50
Volkswagen,Passat,mechanical,red,350000,1991,diesel,diesel,universal,front,2000,0.37
Volkswagen,Passat,mechanical,blue,67000,1987,gasoline,gasoline,universal,front,500,2.32
Volkswagen,Passat,mechanical,white,10000,1994,gasoline,gasoline,universal,front,2500,4.06
Volkswagen,Passat,mechanical,white,300000,2006,diesel,diesel,universal,front,5000,4.52
Volkswagen,T4,automatic,blue,120000,2001,gas,gasoline,minibus,front,6100,4.30
Volkswagen,Passat,mechanical,black,168658,2004,gasoline,gasoline,sedan,front,5550,1.31
Volkswagen,Bora,automatic,green,265000,2002,diesel,diesel,sedan,front,5000,3.35
Volkswagen,Polo Sedan,automatic,black,62800,2015,gasoline,gasoline,sedan,front,8700,0.75
Volkswagen,Touran,mechanical,black,330000,2007,diesel,diesel,universal,front,8000,2.21
Volkswagen,Golf,mechanical,red,250052,1997,gasoline,gasoline,universal,front,1900,3.19
Volkswagen,Passat,mechanical,grey,195000,2015,diesel,diesel,universal,front,14599,1.02
Volkswagen,T4,mechanical,red,659556,1996,diesel,diesel,minibus,front,6500,1.31
Volkswagen,Passat,automatic,black,320000,2006,diesel,diesel,universal,front,6700,3.96
Volkswagen,Beetle,automatic,red,80333,2015,gasoline,gasoline,hatchback,front,18900,2.32
Volkswagen,Passat,mechanical,blue,250000,1997,diesel,diesel,universal,front,3600,4.01
Volkswagen,Passat,mechanical,white,444444,1989,gasoline,gasoline,universal,front,1000,4.49
Volkswagen,T4,mechanical,other,300000,2000,diesel,diesel,minibus,front,6700,4.86
Volkswagen,Passat,mechanical,grey,500000,1991,gasoline,gasoline,universal,front,900,2.13
Volkswagen,Passat,mechanical,other,350000,2001,diesel,diesel,universal,front,5400,1.48
Volkswagen,Polo,mechanical,silver,145000,2008,gasoline,gasoline,hatchback,front,5311.58,1.84
Volkswagen,Passat,automatic,black,148000,2010,gasoline,gasoline,sedan,front,7999,4.36
Volkswagen,Touran,mechanical,blue,138700,2011,gasoline,gasoline,minivan,front,9650,4.74
Volkswagen,Passat,automatic,white,61155,2014,gasoline,gasoline,sedan,front,13000,2.29
Volkswagen,Passat,mechanical,grey,400000,1995,gas,gasoline,universal,front,1700,3.93
Volkswagen,Jetta,mechanical,black,175250,2015,diesel,diesel,sedan,front,12799,0.56
Volkswagen,Golf,mechanical,silver,185124,2009,gasoline,gasoline,hatchback,front,6999,2.51
Volkswagen,Golf,automatic,black,130000,2016,diesel,diesel,universal,front,13150,4.01
Volkswagen,Scirocco,mechanical,blue,120000,2008,gasoline,gasoline,hatchback,front,7999,0.39
Volkswagen,Passat,automatic,blue,246100,2003,gasoline,gasoline,universal,all,3399,2.82
Volkswagen,T5 Caravelle,mechanical,silver,271000,2011,diesel,diesel,minibus,front,19899,0.85
Volkswagen,Passat,mechanical,red,288700,1993,gasoline,gasoline,sedan,front,2999,3.20
Volkswagen,Tiguan,mechanical,white,134000,2008,gasoline,gasoline,suv,all,9999,4.69
Volkswagen,Passat,mechanical,red,271000,2003,diesel,diesel,universal,front,4499,0.26
Volkswagen,Passat,mechanical,grey,190019,2016,diesel,diesel,universal,front,15650,3.20
Volkswagen,T5 Caravelle,automatic,black,376900,2007,diesel,diesel,minibus,front,13499,0.43
Volkswagen,T5 Caravelle,automatic,silver,451000,2014,diesel,diesel,minibus,front,21900,1.26
Volkswagen,Tiguan,mechanical,grey,350000,2008,diesel,diesel,suv,all,9499,2.99
Volkswagen,Santana,mechanical,other,320000,1982,gasoline,gasoline,sedan,front,400,4.32
Volkswagen,Golf,automatic,black,207000,2011,diesel,diesel,universal,front,8900,3.31
Volkswagen,Vento,mechanical,other,273648,1992,gasoline,gasoline,sedan,front,1700,0.93
Volkswagen,Passat,mechanical,black,288,1997,gasoline,gasoline,universal,front,3600,2.54
Volkswagen,Golf,mechanical,green,300000,1997,gasoline,gasoline,universal,front,2250,2.49
Volkswagen,Passat,mechanical,blue,495000,1996,diesel,diesel,sedan,front,3000,2.55
Volkswagen,Passat,mechanical,red,500000,1993,diesel,diesel,universal,front,1000,3.41
Volkswagen,Passat,mechanical,grey,410000,1994,diesel,diesel,sedan,front,1900,2.57
Volkswagen,Touran,mechanical,silver,282000,2006,diesel,diesel,minivan,front,6300,3.58
Volkswagen,LT,mechanical,white,469000,2005,diesel,diesel,van,front,6600,4.31
Volkswagen,Passat,mechanical,silver,320000,2008,diesel,diesel,universal,front,7500,4.57
Volkswagen,Passat,mechanical,other,288950,1990,diesel,diesel,sedan,front,1400,0.89
Volkswagen,Golf,mechanical,red,250000,1989,gasoline,gasoline,hatchback,front,1600,0.36
Volkswagen,Passat,automatic,other,160000,2002,gasoline,gasoline,sedan,front,5000,3.82
Volkswagen,Golf,mechanical,silver,300000,1991,gasoline,gasoline,hatchback,front,600,3.49
Volkswagen,Touareg,automatic,black,165000,2008,diesel,diesel,suv,all,14200,1.13
Volkswagen,Jetta,mechanical,silver,300000,1985,gasoline,gasoline,sedan,front,711.37,0.28
Volkswagen,Passat,mechanical,blue,459000,1990,gasoline,gasoline,universal,front,1550,0.80
Volkswagen,Golf Plus,automatic,black,310000,2007,diesel,diesel,hatchback,front,7300,2.41
Volkswagen,Passat,mechanical,silver,299907,2002,diesel,diesel,universal,front,6000,0.32
Volkswagen,Jetta,mechanical,silver,400000,1987,gasoline,gasoline,sedan,front,600,4.75
Volkswagen,Passat,mechanical,black,182000,2015,diesel,diesel,universal,front,15900,2.99
Volkswagen,Passat,mechanical,black,220000,2008,diesel,diesel,sedan,front,9700,1.20
Volkswagen,Passat,mechanical,other,470457,1992,gasoline,gasoline,universal,front,850,0.53
Volkswagen,Touareg,mechanical,black,180000,2005,diesel,diesel,suv,front,9000,2.01
Volkswagen,LT,mechanical,white,660000,2000,diesel,diesel,minibus,rear,5700,3.59
Volkswagen,Jetta,mechanical,red,276000,1988,gasoline,gasoline,hatchback,front,820,4.38
Volkswagen,Sharan,automatic,other,307000,2002,diesel,diesel,minivan,front,6100,4.20
Volkswagen,T5 Caravelle,mechanical,black,174000,2012,diesel,diesel,minibus,front,23400,2.95
Volkswagen,T5 Caravelle,automatic,black,245000,2014,diesel,diesel,minibus,front,24700,0.32
Volkswagen,Passat,mechanical,red,350456,1989,gasoline,gasoline,sedan,front,950,0.73
Volkswagen,Tiguan,automatic,black,170000,2011,gasoline,gasoline,suv,all,8950,3.60
Volkswagen,Touran,mechanical,other,300000,2011,diesel,diesel,minivan,front,9100,1.52
Volkswagen,T4,mechanical,red,395000,1994,diesel,diesel,minibus,front,5200,2.01
Volkswagen,Polo Sedan,automatic,white,29000,2018,gasoline,gasoline,sedan,front,13499,1.63
Volkswagen,Passat,mechanical,silver,261000,2006,diesel,diesel,universal,front,6200,4.39
Volkswagen,Passat,mechanical,other,440000,1988,diesel,diesel,sedan,front,1350,0.90
Volkswagen,Passat,mechanical,silver,215000,2010,diesel,diesel,universal,front,8950,4.09
Volkswagen,Passat,automatic,grey,500000,2006,gasoline,gasoline,sedan,front,4150,3.33
Volkswagen,T4,mechanical,white,720000,1999,diesel,diesel,minibus,front,7200,2.98
Volkswagen,LT,mechanical,white,560000,1989,diesel,diesel,van,rear,3000,4.48
Volkswagen,T5 Multivan,mechanical,blue,564000,2003,gasoline,gasoline,minibus,front,10500,4.94
Volkswagen,Golf,mechanical,blue,200000,2001,diesel,diesel,universal,front,4550,0.49
Volkswagen,Sharan,mechanical,black,180000,2007,diesel,diesel,minivan,front,11000,2.17
Volkswagen,Crafter,mechanical,white,110000,2016,diesel,diesel,minibus,rear,29000,4.84
Volkswagen,Sharan,mechanical,silver,300000,1999,diesel,diesel,minivan,front,4000,1.61
Volkswagen,Tiguan,automatic,white,101000,2010,gasoline,gasoline,suv,all,8900,0.55
Volkswagen,Caddy,mechanical,silver,156000,2011,diesel,diesel,van,front,9600,3.78
Volkswagen,Passat,mechanical,white,245000,1994,gasoline,gasoline,sedan,front,2600,1.48
Volkswagen,T4,mechanical,white,540000,1999,diesel,diesel,minibus,front,6500,2.65
Volkswagen,Passat,mechanical,white,200000,1988,gasoline,gasoline,sedan,front,1000,4.09
Volkswagen,T5 Multivan,mechanical,silver,208000,2012,diesel,diesel,minibus,front,19900,1.45
Volkswagen,Touran,mechanical,red,290000,2003,diesel,diesel,minivan,front,5500,3.06
Volkswagen,Polo,mechanical,black,112000,2010,gasoline,gasoline,sedan,front,5900,1.78
Volkswagen,Passat,mechanical,silver,143225,2016,diesel,diesel,universal,front,13900,4.65
Volkswagen,Passat,mechanical,other,350000,1997,gasoline,gasoline,sedan,front,3319.74,2.28
Volkswagen,Golf,mechanical,violet,30000,1998,gasoline,gasoline,universal,front,2300,2.33
Volkswagen,Touran,automatic,silver,165000,2016,diesel,diesel,minivan,front,15300,3.33
Volkswagen,Touran,automatic,silver,201456,2005,gasoline,gasoline,minivan,front,6200,1.23
Volkswagen,Vento,mechanical,violet,500000,1992,gasoline,gasoline,sedan,front,1300,1.83
Volkswagen,Polo,mechanical,white,343000,1999,diesel,diesel,universal,front,1800,0.59
Volkswagen,Touareg,automatic,grey,260000,2008,diesel,diesel,suv,all,13500,4.47
Volkswagen,Sharan,mechanical,green,400000,2002,diesel,diesel,minivan,front,5900,1.43
Volkswagen,Jetta,mechanical,blue,54000,2015,gasoline,gasoline,sedan,front,11650,1.47
Volkswagen,Passat,mechanical,other,650000,1991,diesel,diesel,universal,front,1250,1.37
Volkswagen,Passat,automatic,black,348000,2006,diesel,diesel,universal,front,6400,0.22
Volkswagen,Golf,automatic,silver,411000,1995,diesel,diesel,universal,front,2000,4.56
Volkswagen,Golf,mechanical,white,350000,1990,gasoline,gasoline,hatchback,front,650,4.49
Volkswagen,Touran,mechanical,silver,280600,2003,diesel,diesel,minivan,front,8000,0.20
Volkswagen,Jetta,mechanical,other,57000,1986,gasoline,gasoline,coupe,front,550,1.98
Volkswagen,Passat,mechanical,black,330000,2006,diesel,diesel,universal,all,7000,2.93
Volkswagen,Jetta,mechanical,grey,300000,1989,gasoline,gasoline,sedan,front,650,2.82
Volkswagen,LT,mechanical,orange,232000,1989,diesel,diesel,minibus,rear,1700,0.79
Volkswagen,LT,mechanical,white,111111,2002,diesel,diesel,van,rear,7500,4.09
Volkswagen,Passat,automatic,blue,250000,1991,gasoline,gasoline,sedan,front,1000,4.71
Volkswagen,Passat,mechanical,other,350000,1989,gasoline,gasoline,universal,front,900,4.42
Volkswagen,Passat,mechanical,white,463437,1994,gasoline,gasoline,universal,front,2500,0.79
Volkswagen,Passat,mechanical,green,274681,2001,diesel,diesel,universal,front,4500,2.30
Volkswagen,Tiguan,mechanical,black,103000,2010,gasoline,gasoline,suv,all,8950,4.22
Volkswagen,Touran,mechanical,black,250000,2005,diesel,diesel,minivan,front,6850,1.48
Volkswagen,T4,mechanical,blue,430000,1996,diesel,diesel,minibus,front,6980,1.24
Volkswagen,Passat,automatic,black,177000,2011,gasoline,gasoline,sedan,front,10300,2.32
Volkswagen,T4,mechanical,blue,500000,1996,diesel,diesel,minibus,front,6980,3.18
Volkswagen,T4,mechanical,red,350000,1999,diesel,diesel,minibus,front,3950,4.67
Volkswagen,Passat CC,automatic,black,230000,2010,gasoline,gasoline,sedan,front,9500,4.11
Volkswagen,Touareg,automatic,other,178000,2005,diesel,diesel,suv,all,10150,1.24
Volkswagen,Passat,mechanical,blue,10,1992,gasoline,gasoline,universal,front,1200,2.84
Volkswagen,Polo,automatic,blue,130000,2007,gasoline,gasoline,hatchback,front,6500,3.07
Volkswagen,Golf,mechanical,blue,307000,1999,diesel,diesel,hatchback,front,4500,4.13
Volkswagen,Passat,mechanical,black,40000,1990,gasoline,gasoline,sedan,front,1111,1.75
Volkswagen,Touran,mechanical,black,201000,2012,gasoline,gasoline,minivan,front,9700,2.73
Volkswagen,Passat,mechanical,blue,370000,2001,diesel,diesel,sedan,front,5400,3.05
Volkswagen,Crafter,mechanical,white,189000,2015,diesel,diesel,minibus,rear,23300,1.18
Volkswagen,Sharan,mechanical,silver,393000,2000,gasoline,gasoline,minivan,front,4800,2.45
Volkswagen,Polo,mechanical,green,290000,1999,diesel,diesel,sedan,front,3500,1.44
Volkswagen,Touran,automatic,silver,166000,2015,diesel,diesel,minivan,front,13750,2.91
Volkswagen,Golf,mechanical,black,557000,1987,diesel,diesel,hatchback,front,800,0.97
Volkswagen,Sharan,mechanical,blue,400000,2003,diesel,diesel,minivan,front,4500,2.53
Volkswagen,Jetta,mechanical,grey,500000,1991,diesel,diesel,sedan,front,1200,2.78
Volkswagen,Golf,mechanical,red,285000,1987,gasoline,gasoline,hatchback,front,1600,4.47
Volkswagen,Passat,automatic,grey,52000,2015,gasoline,gasoline,sedan,front,14200,3.64
Volkswagen,Beetle,mechanical,red,200000,2000,gasoline,gasoline,coupe,front,3400,4.27
Volkswagen,Golf,mechanical,black,288000,1997,gasoline,gasoline,hatchback,front,2300,4.29
Volkswagen,Jetta,automatic,black,17700,2014,gasoline,gasoline,sedan,front,12500,0.76
Volkswagen,Passat,mechanical,red,45000,1986,gasoline,gasoline,hatchback,front,400,0.90
Volkswagen,Passat,mechanical,white,425432,1997,diesel,diesel,sedan,front,3300,0.76
Volkswagen,Passat,automatic,black,160000,2009,gasoline,gasoline,sedan,front,7500,0.42
Volkswagen,T3,mechanical,blue,1000,1985,diesel,diesel,minivan,rear,1500,3.23
Volkswagen,Jetta,mechanical,red,230000,1983,gasoline,gasoline,coupe,front,1000,1.45
Volkswagen,T5 Caravelle,mechanical,green,475000,2006,diesel,diesel,minibus,front,11500,3.17
Volkswagen,Vento,mechanical,white,200000,1993,diesel,diesel,sedan,front,2000,2.57
Volkswagen,Sharan,mechanical,black,275000,2008,diesel,diesel,minivan,front,10500,0.76
Volkswagen,Passat,mechanical,brown,304000,2006,diesel,diesel,universal,front,6300,1.19
Volkswagen,Golf,mechanical,red,11111,1994,diesel,diesel,hatchback,front,2200,4.75
Volkswagen,Polo,mechanical,black,356000,1993,gasoline,gasoline,hatchback,front,550,0.93
Volkswagen,Golf,mechanical,black,160200,2008,gasoline,gasoline,hatchback,front,7000,0.31
Volkswagen,Passat,mechanical,black,475000,1993,diesel,diesel,sedan,front,1659.87,4.48
Volkswagen,Golf,mechanical,blue,360000,1989,gasoline,gasoline,hatchback,front,400,4.88
Volkswagen,T4 Multivan,mechanical,red,400000,1999,diesel,diesel,minibus,front,11000,1.61
Volkswagen,Passat,automatic,white,150000,2014,diesel,diesel,universal,all,15900,2.82
Volkswagen,Passat,automatic,silver,252350,2006,gasoline,gasoline,sedan,front,6500,1.91
Volkswagen,Passat,mechanical,silver,360000,1999,diesel,diesel,sedan,front,3999,3.06
Volkswagen,Bora,mechanical,green,290000,2000,gasoline,gasoline,sedan,front,3250,4.04
Volkswagen,T4,mechanical,white,510000,1997,diesel,diesel,van,front,4200,3.37
Volkswagen,Passat,mechanical,blue,199000,1998,gasoline,gasoline,sedan,front,3500,4.76
Volkswagen,Passat,mechanical,other,358078,1994,diesel,diesel,sedan,front,1500,4.98
Volkswagen,Golf,mechanical,blue,180000,2010,diesel,diesel,hatchback,front,8700,0.84
Volkswagen,Passat,mechanical,red,390000,1993,gasoline,gasoline,universal,front,1150,0.53
Volkswagen,Passat,automatic,black,220000,2011,diesel,diesel,universal,front,12500,3.07
Volkswagen,Golf,mechanical,white,650000,1989,gasoline,gasoline,hatchback,front,450,0.08
Volkswagen,Golf,mechanical,other,343000,1990,gasoline,gasoline,hatchback,front,950,2.89
Volkswagen,Passat,automatic,silver,111111,2001,gasoline,gasoline,sedan,front,4800,4.63
Volkswagen,Passat,mechanical,black,199900,2016,diesel,diesel,universal,front,16000,4.79
Volkswagen,T4 Multivan,mechanical,red,440000,1998,diesel,diesel,minibus,front,11500,4.33
Volkswagen,Caddy,mechanical,silver,251333,2007,diesel,diesel,minivan,front,4742.47,3.55
Volkswagen,Passat,mechanical,black,123456,1997,gasoline,gasoline,universal,front,3333,3.05
Volkswagen,Passat,mechanical,black,325000,2005,diesel,diesel,universal,front,5900,4.01
Volkswagen,T3,mechanical,red,466666,1980,diesel,diesel,van,rear,700,1.43
Volkswagen,Golf,mechanical,silver,241000,2000,gasoline,gasoline,hatchback,front,2500,1.50
Volkswagen,Golf,mechanical,violet,300000,1993,gasoline,gasoline,hatchback,front,1958,1.78
Volkswagen,Golf,mechanical,green,300000,1998,diesel,diesel,hatchback,front,3700,0.98
Volkswagen,Passat,mechanical,other,613745,1991,diesel,diesel,sedan,front,1422.74,2.83
Volkswagen,Passat,mechanical,white,500000,1996,diesel,diesel,universal,front,2999,1.52
Volkswagen,LT,mechanical,white,600000,1997,diesel,diesel,van,rear,8000,0.77
Volkswagen,T3,mechanical,yellow,200000,1987,diesel,diesel,minibus,rear,850,0.76
Volkswagen,Golf,mechanical,black,253748,1991,gasoline,gasoline,hatchback,front,1200,1.30
Volkswagen,T4,mechanical,white,547000,1998,diesel,diesel,minibus,front,6500,2.69
Volkswagen,Golf,automatic,other,188000,2010,gasoline,gasoline,hatchback,front,8700,1.68
Volkswagen,Passat,mechanical,blue,202000,2005,diesel,diesel,sedan,front,6100,4.86
Volkswagen,Golf,automatic,white,98000,2011,gasoline,gasoline,hatchback,front,8000,0.13
Volkswagen,Passat,mechanical,white,386000,1998,diesel,diesel,universal,front,3800,2.75
Volkswagen,T4,mechanical,yellow,499000,1997,diesel,diesel,minibus,front,5200,1.39
Volkswagen,T4,mechanical,red,410000,1993,diesel,diesel,minibus,front,3800,2.23
Volkswagen,Passat,mechanical,brown,178000,2010,diesel,diesel,universal,front,9790,1.69
Volkswagen,Passat,automatic,black,289324,2008,diesel,diesel,sedan,front,7200,3.74
Volkswagen,Golf,mechanical,blue,235000,1995,gasoline,gasoline,hatchback,front,1350,2.04
Volkswagen,LT,mechanical,white,260000,1998,diesel,diesel,van,front,13000,3.36
Volkswagen,Jetta,mechanical,black,185000,2007,gasoline,gasoline,sedan,front,6800,1.29
Volkswagen,Golf,mechanical,black,270000,1994,gasoline,gasoline,universal,front,1249,2.16
Volkswagen,Passat,automatic,silver,261000,2009,gas,gasoline,universal,front,7950,4.70
Volkswagen,Passat,mechanical,blue,312000,1997,gasoline,gasoline,sedan,front,2200,1.42
Volkswagen,Sharan,automatic,black,281296,2002,diesel,diesel,sedan,front,4450.92,1.87
Volkswagen,Passat,mechanical,green,11,1996,diesel,diesel,universal,front,1843.88,1.50
Volkswagen,T3,mechanical,silver,1,1986,diesel,diesel,minibus,rear,1800,1.95
Volkswagen,Jetta,mechanical,black,300000,2007,diesel,diesel,sedan,front,6100,2.04
Volkswagen,Passat,mechanical,grey,466666,1988,gasoline,gasoline,sedan,front,900,1.45
Volkswagen,T4 Multivan,mechanical,silver,371580,2003,diesel,diesel,minibus,front,12615.01,4.40
Volkswagen,Golf,mechanical,black,105000,2013,gasoline,gasoline,hatchback,front,10999,2.99
Volkswagen,Golf,mechanical,blue,1000000,1976,gasoline,gasoline,hatchback,front,1300,2.07
Volkswagen,Sharan,mechanical,blue,156000,2015,diesel,diesel,minivan,front,23200,3.83
Volkswagen,Sharan,mechanical,white,561321,1997,diesel,diesel,minivan,front,3500,1.12
Volkswagen,Passat,mechanical,grey,333000,1986,gasoline,gasoline,sedan,front,700,1.90
Volkswagen,Vento,mechanical,red,290000,1994,diesel,diesel,sedan,front,2000,1.04
Volkswagen,T4 Multivan,mechanical,red,376000,1999,diesel,diesel,minibus,front,10050,0.08
Volkswagen,T5 Multivan,automatic,black,2004,2004,gasoline,gasoline,minibus,front,13000,4.47
Volkswagen,Touran,mechanical,other,150000,2015,diesel,diesel,minivan,front,17200,3.11
